PLAYER_ID,GP,MIN,PTS,REB,AST,STL,BLK
1629626,53,6.2,2.7,1.2,0.3,0.1,0.3
1630195,35,6.9,1.4,1.2,0.6,0.2,0.0
1629067,143,13.1,3.1,2.2,0.8,0.5,0.3
1626164,477,33.7,23.5,3.9,4.7,0.8,0.3
1630527,51,14.9,6.7,2.2,1.0,0.5,0.3
1628449,231,17.9,9.0,5.3,0.5,0.5,1.2
1630547,31,9.8,4.6,1.7,0.8,0.2,0.0
202340,660,27.5,11.0,2.8,1.7,1.0,0.2
1628396,167,11.7,4.6,4.3,0.5,0.2,0.6
1629649,64,13.1,5.0,1.9,0.9,0.2,0.1
1628969,309,31.3,11.3,3.9,2.1,1.3,0.6
1628970,291,29.1,13.4,5.6,2.3,0.7,0.7
1629052,107,20.7,8.2,4.7,0.9,0.6,0.5
1627763,333,30.2,15.5,4.2,4.8,0.9,0.2
1629717,74,18.4,6.9,2.3,1.2,0.5,0.2
1628415,272,28.2,14.5,3.0,2.0,1.0,0.3
1628971,269,23.5,7.6,4.3,2.1,0.9,0.5
1627759,403,28.7,16.5,4.9,2.0,0.9,0.4
1629650,92,14.1,6.0,5.8,0.1,0.4,0.7
1628425,264,16.8,5.4,3.3,1.0,0.5,0.2
1630535,48,13.3,4.7,2.8,0.7,0.5,0.5
1629718,41,9.0,2.2,1.3,0.4,0.4,0.2
1630602,5,20.7,6.2,3.2,0.8,0.4,0.0
1628972,221,18.5,6.4,3.8,1.6,0.7,0.1
1628973,277,24.7,11.9,3.0,3.7,0.6,0.0
1628418,170,20.1,10.2,5.7,1.3,0.4,0.9
203493,434,22.5,7.8,2.5,1.2,0.6,0.1
203504,498,20.9,9.6,1.8,3.1,0.6,0.1
202692,625,23.0,10.6,3.5,2.0,0.7,0.2
1630215,42,8.6,3.8,1.1,1.5,0.4,0.2
202710,690,33.1,17.7,5.3,4.1,1.6,0.5
1629719,36,6.3,2.5,2.2,0.2,0.4,0.3
203484,683,29.2,11.6,3.1,1.7,1.1,0.2
1630267,130,20.1,5.6,1.9,3.5,1.1,0.3
1628427,70,7.2,2.3,1.3,0.5,0.2,0.1
1629962,13,16.8,6.5,0.8,0.8,0.8,0.3
203991,471,26.8,12.4,10.7,1.0,0.7,1.5
1630176,26,6.1,2.5,1.5,0.1,0.1,0.2
1628975,223,14.1,4.4,1.7,1.4,0.6,0.2
1628976,203,27.5,12.2,8.9,2.0,0.6,0.9
1627936,225,20.6,6.2,2.5,2.7,1.1,0.3
1630551,36,7.8,2.3,2.0,0.3,0.2,0.1
1629185,91,11.4,3.3,1.3,2.4,0.5,0.1
1627737,292,18.3,7.6,4.7,1.0,0.6,0.8
1630528,74,18.0,7.9,2.5,2.0,0.9,0.2
1629109,170,13.2,3.1,2.5,0.5,0.3,0.4
1629634,181,21.9,10.9,5.6,1.4,0.7,0.9
203903,600,27.0,15.4,3.3,2.5,0.9,0.1
1629651,94,18.7,7.3,5.0,0.9,0.5,1.1
1629599,131,16.2,6.2,2.0,1.2,0.4,0.1
1628381,293,29.0,16.5,8.3,1.6,0.6,1.0
1628380,182,17.5,6.0,4.2,1.1,0.3,0.7
201144,958,32.0,14.8,3.0,5.6,1.4,0.2
1626192,417,18.5,5.9,3.3,1.2,0.5,0.3
1629076,65,10.6,3.8,2.5,0.3,0.2,0.1
1630536,13,3.0,0.5,0.4,0.4,0.0,0.0
202326,654,29.8,19.6,10.2,3.0,1.3,1.1
203496,537,29.9,11.6,5.8,1.5,1.6,1.0
1628470,300,18.7,5.7,3.6,0.9,0.5,0.5
203109,735,25.3,9.6,4.3,1.6,1.0,0.3
1629633,134,17.5,6.6,2.7,1.2,0.7,0.4
1630595,64,32.6,17.4,5.5,5.6,1.2,0.7
203552,377,25.2,11.3,2.2,2.2,0.7,0.1
201939,826,34.3,24.3,4.6,6.5,1.7,0.2
203076,604,34.4,23.8,10.2,2.3,1.4,2.3
202334,722,19.1,5.9,6.4,0.7,0.5,0.8
1629056,163,17.3,8.5,3.0,1.5,0.7,0.2
201942,957,34.3,20.8,4.4,3.9,1.0,0.3
203473,477,17.8,6.4,5.9,0.7,0.5,0.8
1628978,201,23.6,9.0,4.6,2.5,1.1,0.2
1628977,207,18.9,8.4,3.9,1.1,0.8,0.3
203476,597,20.6,7.5,5.7,1.3,0.8,0.9
203915,387,26.4,13.0,3.0,5.0,0.7,0.3
1629029,264,33.8,26.4,8.5,8.0,1.1,0.4
1629652,139,29.0,13.3,3.5,1.5,0.9,0.3
1630245,77,27.4,8.8,2.8,3.3,0.8,0.4
201609,888,27.9,13.7,3.1,4.8,1.0,0.2
203083,718,29.6,13.8,13.3,1.4,1.4,1.5
1630537,55,28.0,13.1,4.1,2.1,1.0,0.2
1630561,22,15.5,4.7,3.0,0.8,0.6,0.3
201142,939,36.8,27.2,7.1,4.3,1.1,1.1
1630162,144,33.2,20.3,4.7,3.4,1.3,0.6
1629035,72,9.8,3.7,1.1,0.7,0.3,0.1
1630556,48,20.6,5.9,3.6,0.6,0.6,0.5
1629604,88,15.5,4.6,2.9,1.1,0.5,0.3
201961,770,20.9,8.0,2.1,1.1,0.5,0.1
203954,328,31.2,26.0,11.4,3.3,0.9,1.7
202324,790,24.3,10.6,7.1,1.1,0.7,1.2
1628981,119,9.2,3.2,2.8,0.6,0.2,0.3
1627827,394,27.3,8.2,4.5,1.4,0.8,0.4
1630238,18,4.1,1.3,1.1,0.3,0.0,0.0
1630201,91,16.1,6.0,2.0,2.3,0.6,0.1
1627854,406,20.5,9.1,1.7,1.2,0.4,0.0
1630235,90,11.9,3.1,1.6,1.7,0.4,0.1
203095,645,28.6,14.3,2.7,2.6,0.9,0.2
1628368,322,32.1,19.1,3.5,6.2,1.3,0.4
1628982,32,9.1,2.7,0.9,0.2,0.3,0.1
1628365,131,24.8,10.9,3.2,4.8,1.1,0.2
1629117,77,10.8,3.6,2.6,0.4,0.3,0.3
1629655,169,16.8,7.6,4.4,0.7,0.4,1.4
201568,728,29.9,15.6,4.8,1.9,0.7,0.4
1629636,181,33.4,17.4,2.6,6.3,1.1,0.1
1630586,24,10.0,2.0,3.5,0.7,0.4,0.5
1630568,32,12.2,5.8,3.1,0.6,0.3,0.2
200752,1064,31.7,16.3,5.8,2.1,1.1,0.7
202331,737,33.6,20.4,6.4,3.6,1.7,0.4
201959,896,24.5,9.0,6.1,1.0,0.6,1.0
1630581,54,31.5,12.5,7.8,6.4,0.9,0.4
1628983,243,31.8,18.2,4.5,4.3,1.1,0.7
1630264,70,9.7,3.7,1.9,0.5,0.2,0.2
203497,611,30.0,12.4,11.7,1.3,0.7,2.2
1629164,133,12.1,4.7,1.6,1.9,0.4,0.0
203932,528,28.9,13.0,6.3,2.5,0.7,0.6
201569,749,32.4,16.4,2.4,2.8,0.9,0.3
1628984,240,27.9,12.8,2.5,5.0,0.9,0.1
203924,555,26.0,11.4,3.9,1.3,0.6,1.1
201980,819,25.3,8.7,3.4,1.6,1.0,0.8
203110,685,28.5,8.7,6.9,5.4,1.4,1.0
203210,487,20.8,7.9,5.7,0.9,0.6,0.4
1630224,67,31.9,17.3,3.4,2.6,0.7,0.3
1629750,154,16.0,5.0,2.9,0.7,0.8,0.3
201145,1051,29.0,12.6,4.3,1.5,0.7,0.5
1630182,106,14.0,4.0,2.3,1.0,0.6,0.2
201933,724,32.9,19.8,8.2,4.1,0.8,0.5
1629656,46,17.1,6.0,2.0,1.0,0.7,0.2
1629060,147,28.5,13.0,5.2,1.5,0.7,0.2
1630169,135,32.9,14.3,3.6,6.9,1.6,0.6
1630181,115,19.9,7.3,3.2,2.1,0.5,0.2
203501,586,27.0,13.9,2.8,1.9,0.6,0.1
201935,942,34.6,24.9,5.6,6.8,1.5,0.5
203090,621,22.6,6.9,3.5,0.9,0.9,0.6
1629607,16,4.2,2.6,0.3,0.9,0.3,0.1
1626149,458,21.5,12.9,5.3,1.4,0.6,0.8
203914,468,28.8,11.8,2.5,2.1,1.2,0.2
203925,414,25.6,11.1,3.2,1.6,0.5,0.2
202699,753,31.4,16.4,6.2,2.3,0.7,0.5
1628404,296,27.3,9.9,5.7,2.1,0.9,0.4
1628392,165,13.7,5.8,3.9,1.5,0.5,0.8
2617,872,24.8,7.5,6.6,0.8,0.5,0.3
1630573,26,6.1,2.5,1.1,0.4,0.0,0.1
1629637,194,17.7,8.1,4.3,0.7,0.4,0.8
1630165,92,25.2,6.8,3.0,4.5,1.1,0.5
202330,734,31.1,15.6,4.5,3.5,1.0,0.4
1627823,297,15.7,5.4,3.4,0.6,0.4,0.2
1626195,306,15.3,7.4,5.9,1.1,0.4,0.4
1629639,175,30.3,16.7,4.7,3.2,0.6,0.2
1627741,468,29.2,15.9,4.3,2.5,0.8,0.3
1629312,24,8.5,2.2,1.3,0.3,0.1,0.1
201588,869,27.2,10.7,3.0,3.1,0.9,0.3
1630792,19,11.2,3.8,1.8,0.4,0.4,0.2
1630207,23,4.2,1.8,0.4,0.3,0.3,0.1
1628988,245,18.2,7.3,1.8,2.4,0.7,0.2
201950,839,33.2,16.2,4.0,6.4,1.5,0.5
203200,576,24.6,8.7,3.0,1.5,1.0,0.4
1626158,376,21.1,9.6,5.8,1.1,0.6,1.1
203918,448,24.5,10.4,2.6,1.6,0.7,0.2
201143,950,32.2,13.7,8.2,3.3,0.8,1.2
1629659,131,22.1,9.3,2.8,2.6,1.0,0.4
1627863,204,24.4,8.5,3.6,1.3,0.7,0.4
2730,1242,31.8,15.7,11.8,1.3,0.9,1.8
1630210,68,5.6,3.4,0.5,0.4,0.2,0.0
1628989,274,29.6,11.4,3.5,3.2,0.9,0.4
1630190,54,9.2,2.9,1.2,0.5,0.3,0.2
1630624,2,4.2,0.0,0.5,0.5,0.5,0.0
1629631,139,30.7,13.2,4.1,1.6,0.7,0.4
1630538,69,19.0,10.1,2.7,2.8,0.6,0.3
201586,903,27.6,12.1,7.2,0.8,0.4,1.9
2738,1223,32.2,11.4,4.9,4.2,1.4,0.5
204060,590,25.7,8.6,3.2,3.8,0.9,0.2
1627742,368,32.8,18.5,5.2,3.8,0.7,0.6
202681,611,34.0,23.1,3.8,5.7,1.3,0.4
1628371,136,25.8,9.3,5.4,1.1,1.1,1.5
1628402,213,18.2,8.5,1.8,1.0,0.4,0.1
1630543,36,15.0,8.3,4.1,0.3,0.7,1.4
1628367,291,23.1,11.3,4.0,1.8,0.9,0.6
202704,703,25.6,13.1,3.0,4.3,0.7,0.1
1628991,204,27.1,15.8,5.1,1.2,0.9,1.8
2544,1366,38.2,27.1,7.5,7.4,1.6,0.8
1629660,112,17.1,7.1,1.9,2.4,0.6,0.1
1630198,96,10.3,3.7,1.0,0.6,0.3,0.1
1629661,183,24.2,10.4,3.6,1.4,0.7,0.3
1630525,2,1.0,0.0,0.0,0.0,0.0,0.0
1630552,22,5.5,2.4,1.2,0.1,0.1,0.1
1629640,161,28.9,14.4,5.8,1.8,0.7,0.2
1630553,37,18.8,7.2,2.2,2.1,0.8,0.3
1626169,419,20.1,6.3,3.1,1.5,0.9,0.2
203999,527,30.4,19.7,10.4,6.2,1.2,0.7
1627745,199,15.2,5.6,3.4,0.8,0.4,0.7
1630529,78,29.9,9.5,3.8,2.1,1.7,0.8
1630539,21,3.0,1.0,0.5,0.2,0.0,0.1
1630222,36,10.7,5.4,1.8,1.3,0.3,0.0
1630200,106,13.4,4.8,1.7,2.6,0.5,0.1
1626145,455,18.4,6.2,1.8,3.7,1.0,0.1
1627884,280,19.8,6.5,3.4,0.7,0.7,0.7
201599,980,26.7,9.1,10.3,1.0,0.5,1.5
202709,728,22.2,7.1,2.6,3.0,0.8,0.2
1628379,297,23.5,10.0,2.9,2.0,0.5,0.1
1630296,11,17.9,7.2,4.5,1.0,0.9,1.0
1630557,77,23.4,8.2,2.7,1.1,0.5,0.3
1628467,326,22.7,7.1,4.8,1.1,0.4,0.9
1630233,70,7.8,3.7,2.2,0.4,0.2,0.3
1628995,212,18.9,7.7,2.9,0.8,0.4,0.3
1629723,134,15.3,4.4,3.8,1.3,0.6,0.3
1627788,256,18.7,7.9,2.2,1.3,0.6,0.1
1628436,148,14.3,5.5,2.6,1.0,0.3,0.8
1630249,30,23.0,6.2,3.4,1.9,0.6,0.3
1629083,2,2.7,0.0,0.0,0.0,0.0,0.0
1630228,70,16.9,9.3,3.3,0.9,0.4,0.3
1628398,342,30.4,15.6,6.2,2.2,0.6,0.5
203897,478,31.8,19.8,3.9,3.9,0.9,0.3
1630237,26,16.3,5.1,2.7,1.0,0.2,0.2
203087,573,20.8,10.1,3.6,1.6,0.7,0.4
1629111,54,10.9,4.9,2.6,0.8,0.2,0.3
1629641,98,14.5,3.6,1.9,0.5,0.4,0.3
1627774,243,12.8,4.8,1.7,0.5,0.4,0.3
1627747,318,27.5,14.6,3.8,4.0,1.1,0.3
1627814,216,21.0,8.2,3.5,1.4,0.7,0.1
1630240,85,16.3,5.6,2.2,3.3,0.8,0.3
203458,570,18.9,7.7,5.9,0.9,0.4,1.0
202695,576,31.3,19.2,6.4,2.9,1.8,0.6
1630575,2,3.3,0.5,0.0,0.5,0.5,0.0
1630184,78,16.0,6.2,1.4,2.2,0.6,0.1
203081,711,36.3,24.6,4.2,6.6,1.0,0.3
1629642,138,16.7,5.8,3.4,0.7,0.3,0.5
1630587,19,20.2,6.4,3.0,1.1,0.7,0.4
1626172,367,16.4,4.7,4.8,1.4,0.5,0.6
201572,868,30.2,16.4,6.2,1.4,0.6,1.8
201577,939,21.9,8.7,4.9,0.8,0.2,1.1
1629712,12,15.5,3.6,1.7,0.7,0.3,0.2
201567,812,30.9,17.6,10.7,2.4,0.7,0.4
200768,1023,31.9,14.8,4.4,6.3,1.3,0.3
1630994,4,11.1,3.3,1.8,2.8,0.8,0.0
1627789,328,16.0,5.9,2.0,0.9,0.4,0.1
1626168,449,18.3,7.8,4.3,1.1,0.4,0.3
1630177,116,23.2,8.8,2.9,2.9,0.8,0.2
1630572,41,9.9,3.8,2.0,0.5,0.2,0.2
1629611,189,20.9,7.6,3.8,1.9,0.5,0.2
1630544,60,22.8,10.4,2.9,1.5,0.8,0.2
1626246,286,9.2,5.9,3.8,0.5,0.2,0.3
1628374,282,29.7,15.4,6.8,1.3,0.7,0.5
1630230,87,16.5,6.4,3.3,1.7,0.7,0.2
1628997,131,19.1,7.1,3.1,1.2,0.8,0.4
1628998,171,21.2,5.8,3.5,2.1,1.0,0.3
1630231,124,22.0,9.0,4.3,1.2,0.5,0.7
1629726,147,20.3,7.5,2.0,0.7,0.6,0.2
202083,898,30.5,12.2,2.9,2.0,1.0,0.2
1630178,136,26.4,13.2,2.5,3.2,0.6,0.3
1630219,61,8.0,3.3,1.0,0.8,0.3,0.0
1630540,40,9.3,2.2,1.1,1.0,0.4,0.0
1630644,2,12.2,4.0,1.5,0.5,0.5,0.5
203468,590,31.6,19.2,3.5,3.5,0.9,0.4
204456,481,22.2,6.9,3.0,5.0,1.3,0.2
1630183,133,24.9,8.1,3.9,1.1,0.7,0.9
1629667,118,17.7,6.6,3.4,1.1,0.5,0.4
203926,527,20.9,9.2,2.3,0.9,0.2,0.1
201580,821,17.0,8.0,5.3,0.4,0.4,1.5
203585,285,19.8,5.8,2.8,1.2,0.5,0.2
1629162,143,17.0,5.0,1.8,3.5,1.0,0.1
203463,556,22.5,9.0,2.3,1.0,0.6,0.2
1629001,235,20.7,8.4,3.6,2.8,1.3,0.5
1629002,143,14.1,6.1,3.6,0.8,0.5,0.4
203114,651,31.8,17.1,4.9,3.8,1.2,0.2
201988,820,20.7,9.2,1.7,2.3,0.7,0.1
200794,1085,28.1,13.4,7.1,2.2,1.2,1.0
1629003,178,20.9,9.7,2.3,2.6,0.5,0.3
1630558,75,27.7,11.5,2.2,4.2,0.7,0.3
1628378,345,33.7,23.9,4.2,4.5,1.3,0.3
1630596,69,33.8,15.0,8.3,2.5,0.8,1.7
1628370,309,20.4,10.3,2.3,2.0,0.5,0.2
202328,646,27.4,13.0,8.2,2.1,1.1,0.6
1630541,52,11.7,4.4,1.5,0.4,0.1,0.2
1629875,10,13.7,5.8,1.4,2.4,0.7,0.3
1629630,187,32.2,21.2,4.5,7.1,1.0,0.3
1629752,52,6.0,1.5,1.2,0.3,0.1,0.1
202693,715,24.8,10.9,5.2,1.6,0.8,0.5
1628420,280,25.2,10.5,2.3,3.7,0.8,0.2
202694,718,27.1,12.4,4.6,1.5,0.7,0.3
1628539,84,14.4,5.8,1.3,0.5,0.2,0.2
1630530,62,13.9,5.4,2.4,0.6,0.4,0.1
1627749,320,25.8,12.5,6.0,4.8,1.4,0.3
1627750,345,30.1,16.3,3.6,3.8,1.0,0.3
203488,432,15.5,6.2,3.2,0.9,0.3,0.5
1629004,220,17.0,6.6,1.8,1.4,0.6,0.1
1626204,396,24.1,8.1,6.5,1.9,1.2,0.5
1630612,14,4.5,1.1,0.5,0.9,0.1,0.0
1630174,98,12.7,4.2,2.2,0.5,0.4,0.1
203526,387,16.2,6.0,1.6,2.2,0.7,0.1
1627777,305,14.6,6.1,2.0,0.8,0.3,0.1
1630227,24,10.9,3.2,1.4,1.7,0.6,0.0
1630192,83,13.2,4.9,2.6,0.3,0.3,0.2
203457,450,22.4,7.3,6.2,1.1,1.3,1.5
1629669,119,15.8,8.1,1.9,1.8,0.4,0.2
1628373,269,17.9,5.2,1.8,2.3,0.7,0.2
1629134,123,29.4,15.0,2.9,3.0,0.9,0.2
203994,411,23.9,12.2,8.5,2.2,0.9,1.2
1628021,237,19.3,6.8,3.7,1.0,0.7,0.4
1629670,92,15.9,7.2,3.1,0.7,0.5,0.3
1626220,370,25.7,6.2,4.8,2.1,0.8,0.4
1629643,115,25.1,8.3,4.6,1.9,1.3,0.6
1629006,244,20.6,6.4,2.9,1.1,1.0,0.4
1630168,98,16.3,6.3,4.6,0.7,0.6,0.9
1630171,134,31.0,9.2,3.0,1.9,0.9,0.3
203506,462,32.8,17.4,4.6,3.9,1.6,0.5
203482,610,22.0,10.1,5.1,2.0,0.8,0.5
1626224,327,24.5,10.0,3.2,2.1,0.7,0.1
1626162,479,25.2,12.0,4.3,1.0,0.9,0.5
1629672,158,19.5,9.8,3.2,1.4,0.3,0.2
101108,1155,34.5,18.1,4.5,9.5,2.1,0.1
1626166,279,17.9,7.6,2.2,3.2,0.7,0.2
203901,500,26.8,10.1,4.0,5.7,1.2,0.3
1627780,142,14.5,5.2,2.8,1.1,1.0,0.3
1630691,13,13.6,3.8,2.5,0.5,0.0,0.5
1629033,87,8.7,2.9,1.3,1.1,0.3,0.1
203486,661,22.3,8.3,6.6,2.4,0.8,0.9
1627751,416,20.2,7.3,6.1,1.4,0.5,1.3
1630197,106,21.9,7.8,5.0,2.2,0.6,0.8
1630582,12,5.9,1.1,1.0,0.1,0.1,0.3
1629673,184,24.7,13.7,2.6,2.9,0.7,0.2
1629645,137,28.5,13.7,3.9,4.7,1.0,0.3
1629008,125,24.6,14.1,6.1,1.1,0.6,0.6
203490,504,26.0,10.6,5.1,1.5,1.1,0.4
1626171,453,21.7,11.1,6.6,1.2,0.6,0.4
204001,337,30.8,18.9,7.9,1.6,0.7,1.9
203939,511,19.0,7.7,4.6,1.0,0.6,0.5
1629619,11,4.7,1.2,0.5,0.3,0.1,0.0
1626181,421,22.4,11.3,2.6,1.5,0.8,0.3
1630563,50,19.3,5.8,2.3,1.6,0.4,0.5
1627752,370,24.2,10.5,3.9,1.7,0.8,0.4
1630202,137,16.6,6.9,2.1,1.9,0.5,0.1
1630243,10,7.4,4.3,1.6,0.4,0.5,0.1
1629674,15,8.0,3.0,2.1,0.4,0.1,0.5
1630193,142,21.5,11.4,2.7,2.8,0.6,0.1
203944,518,31.2,17.7,9.3,3.6,0.7,0.5
1630559,61,23.2,7.3,3.2,1.8,0.5,0.3
1629629,133,24.9,10.5,3.2,1.3,1.1,0.4
1628432,79,12.1,3.6,1.9,0.9,0.4,0.1
1630194,64,7.5,3.2,2.4,0.4,0.7,0.4
1629675,177,17.3,9.5,4.2,1.0,0.5,1.0
1630208,68,6.3,2.4,1.4,0.2,0.1,0.3
1626196,438,29.8,12.0,3.1,2.7,1.1,0.6
203085,655,24.2,8.8,2.1,2.2,0.7,0.2
1629130,239,27.7,11.9,2.9,1.5,0.5,0.2
1629011,230,23.8,8.4,7.5,0.6,0.9,2.0
1630526,49,22.2,7.5,5.6,1.0,0.6,0.3
1629676,109,21.9,9.1,5.1,1.6,0.8,0.7
200765,957,29.9,9.8,4.5,7.9,1.6,0.1
201565,672,31.7,18.2,3.3,5.4,0.8,0.3
203082,670,24.8,11.2,2.8,1.3,0.8,0.3
1626179,477,26.1,12.7,3.9,3.2,0.9,0.2
201937,665,30.3,11.1,4.2,7.6,1.8,0.1
1626156,424,29.4,17.7,3.5,5.6,1.1,0.3
1630346,1,5.3,3.0,0.0,0.0,1.0,0.0
1627734,415,28.4,14.4,9.2,3.6,0.7,0.4
203967,356,25.2,11.7,5.9,2.0,0.6,0.2
203107,388,22.2,6.9,2.9,4.1,0.8,0.2
1630648,4,7.6,1.3,2.0,0.0,0.3,0.0
1629678,71,11.8,3.5,1.9,0.6,0.2,0.1
203471,621,26.5,14.2,2.9,4.7,0.8,0.1
1630206,22,9.3,3.8,1.4,0.4,0.4,0.1
1630578,72,20.7,9.6,5.5,2.6,0.8,0.9
1629012,218,32.9,20.0,3.0,3.3,0.8,0.1
1629013,262,23.3,9.0,1.8,1.6,0.4,0.1
1630549,32,12.2,6.2,5.0,0.5,0.3,0.5
1627783,400,29.5,15.7,6.3,3.1,0.9,0.7
1627732,275,33.9,15.9,8.1,7.7,1.7,0.7
1630250,9,3.9,1.9,1.1,0.0,0.1,0.1
1629014,211,20.7,10.2,2.2,2.0,0.4,0.1
1630579,41,13.5,2.2,4.1,0.5,0.3,0.5
1630606,17,11.8,3.0,1.4,0.9,0.4,0.2
203935,520,29.8,10.5,3.6,4.5,1.6,0.4
202397,719,20.0,7.6,2.5,3.9,0.7,0.3
1630188,78,13.8,6.7,4.4,0.4,0.2,0.6
1630270,9,4.3,0.6,0.7,0.1,0.0,0.0
203503,601,21.8,6.1,2.3,1.1,0.4,0.2
1630531,2,2.8,1.0,1.0,0.0,0.0,1.0
203917,343,19.5,6.7,2.0,1.5,0.4,0.2
202362,554,22.9,8.6,4.1,2.9,0.6,0.1
1630205,103,14.7,5.3,2.5,0.7,0.5,0.3
1630191,139,23.5,8.1,7.7,1.0,0.4,1.2
1629622,109,19.3,8.8,2.2,1.1,0.4,0.2
1630591,48,27.2,11.8,3.6,4.4,1.2,0.4
1630256,148,27.7,11.6,5.4,2.7,1.1,0.5
1628369,365,33.4,20.9,6.6,3.0,1.1,0.7
1630678,33,21.6,9.6,5.2,1.2,0.4,0.2
202066,691,21.4,6.4,2.3,1.7,0.8,0.3
1630179,13,4.6,1.0,0.5,0.5,0.4,0.0
1628464,306,19.6,7.6,4.9,1.3,0.5,0.9
1630271,44,10.4,3.3,1.4,0.9,0.4,0.3
1630560,67,17.6,8.5,2.4,1.2,0.5,0.1
202738,550,28.3,17.7,2.4,4.8,0.9,0.1
1629744,126,9.7,4.0,1.2,0.5,0.2,0.0
202691,647,32.9,19.5,3.5,2.3,0.9,0.5
202684,730,26.8,9.0,8.4,1.0,0.5,0.7
1630550,33,7.9,2.0,1.3,0.6,0.2,0.3
1629680,196,21.8,4.8,1.9,1.1,1.6,1.0
1629681,54,11.9,3.2,1.6,0.6,0.5,0.4
1630214,112,15.9,5.7,3.7,1.2,0.8,0.4
1630225,12,6.2,1.7,1.0,0.3,0.3,0.2
1630167,134,14.3,6.7,3.0,0.8,0.3,0.4
1629308,139,17.1,4.8,3.3,2.2,0.7,0.3
1626157,482,34.2,23.2,11.3,3.1,0.8,1.4
1629018,204,27.9,13.5,2.2,1.4,1.1,0.2
200782,777,29.0,7.1,5.6,1.5,1.1,0.3
1629730,39,7.7,3.0,1.0,0.5,0.2,0.0
1626167,431,28.7,12.7,6.7,1.2,0.7,2.3
202685,695,26.1,13.4,9.5,1.2,0.4,1.0
1627832,348,28.3,13.7,3.2,4.9,1.3,0.4
1629020,166,18.9,5.4,6.2,1.1,1.0,0.6
1630170,133,22.5,9.1,3.6,1.4,0.9,0.4
1629216,127,18.3,6.7,1.5,2.2,0.7,0.1
202696,741,30.9,16.9,10.4,2.7,0.9,0.9
1629731,126,18.0,5.3,3.0,1.0,0.5,0.3
1630532,79,30.7,15.2,4.5,2.9,0.9,0.4
1629021,196,15.1,7.5,3.5,1.1,0.4,0.3
1630688,45,8.0,2.4,1.2,0.3,0.4,0.1
202689,741,33.3,19.5,3.8,5.3,1.2,0.4
1629022,208,20.4,9.4,2.4,1.6,0.5,0.2
202322,613,35.6,19.1,4.3,9.1,1.7,0.7
203933,332,28.8,15.5,4.1,1.2,1.0,0.5
1629023,187,29.3,11.8,5.7,2.3,0.9,1.0
